form_id,orth_form,phon_form,POS,lexeme,cell
17380,დაესხათ,d a ɛ s x a tʰ,V,asxavs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.perfect-subjunctive
17381,დამესხას,d a m ɛ s x a s,V,asxavs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.perfect-subjunctive
17382,დაგესხას,d a ɡ ɛ s x a s,V,asxavs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.perfect-subjunctive
17383,დაესხას,d a ɛ s x a s,V,asxavs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.perfect-subjunctive
17384,დაგვესხას,d a ɡ v ɛ s x a s,V,asxavs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.perfect-subjunctive
17385,დაგესხათ,d a ɡ ɛ s x a tʰ,V,asxavs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.perfect-subjunctive
17386,დაესხათ,d a ɛ s x a tʰ,V,asxavs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.perfect-subjunctive
17387,დასხმა,d a s x m a,V,asxavs,masdar-perfect
17388,სხმა,s x m a,V,asxavs,masdar-imperfective
17389,მაქებ,m a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.present-indicative
17390,მაქებს,m a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.present-indicative
17391,მაქებთ,m a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.present-indicative
17392,მაქებენ,m a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.present-indicative
17393,გაქებ,ɡ a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.present-indicative
17394,გაქებს,ɡ a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.present-indicative
17395,გაქებთ,ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.present-indicative
17396,გაქებენ,ɡ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.present-indicative
17397,ვაქებ,v a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.present-indicative
17398,აქებ,a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.present-indicative
17399,აქებს,a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.present-indicative
17400,ვაქებთ,v a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.present-indicative
17401,აქებთ,a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.present-indicative
17402,აქებენ,a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.present-indicative
17403,გვაქებ,ɡ v a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.present-indicative
17404,გვაქებს,ɡ v a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.present-indicative
17405,გვაქებთ,ɡ v a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.present-indicative
17406,გვაქებენ,ɡ v a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.present-indicative
17407,გაქებთ,ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.present-indicative
17408,გაქებთ,ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.present-indicative
17409,გაქებთ,ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.present-indicative
17410,გაქებენ,ɡ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.present-indicative
17411,ვაქებ,v a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.present-indicative
17412,აქებ,a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.present-indicative
17413,აქებს,a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.present-indicative
17414,ვაქებთ,v a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.present-indicative
17415,აქებთ,a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.present-indicative
17416,აქებენ,a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.present-indicative
17417,მაქებდი,m a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.imperfect
17418,მაქებდა,m a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.imperfect
17419,მაქებდით,m a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.imperfect
17420,მაქებდნენ,m a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.imperfect
17421,გაქებდი,ɡ a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.imperfect
17422,გაქებდა,ɡ a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.imperfect
17423,გაქებდით,ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.imperfect
17424,გაქებდნენ,ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.imperfect
17425,ვაქებდი,v a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.imperfect
17426,აქებდი,a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.imperfect
17427,აქებდა,a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.imperfect
17428,ვაქებდით,v a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.imperfect
17429,აქებდით,a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.imperfect
17430,აქებდნენ,a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.imperfect
17431,გვაქებდი,ɡ v a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.imperfect
17432,გვაქებდა,ɡ v a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.imperfect
17433,გვაქებდით,ɡ v a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.imperfect
17434,გვაქებდნენ,ɡ v a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.imperfect
17435,გაქებდით,ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.imperfect
17436,გაქებდათ,ɡ a kʰ ɛ b d a tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.imperfect
17437,გაქებდით,ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.imperfect
17438,გაქებდნენ,ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.imperfect
17439,ვაქებდი,v a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.imperfect
17440,აქებდი,a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.imperfect
17441,აქებდა,a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.imperfect
17442,ვაქებდით,v a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.imperfect
17443,აქებდით,a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.imperfect
17444,აქებდნენ,a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.imperfect
17445,მაქებდე,m a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.present-subjunctive
17446,მაქებდეს,m a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.present-subjunctive
17447,მაქებდეთ,m a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.present-subjunctive
17448,მაქებდნენ,m a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.present-subjunctive
17449,გაქებდე,ɡ a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.present-subjunctive
17450,გაქებდეს,ɡ a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.present-subjunctive
17451,გაქებდეთ,ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.present-subjunctive
17452,გაქებდნენ,ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.present-subjunctive
17453,ვაქებდე,v a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.present-subjunctive
17454,აქებდე,a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.present-subjunctive
17455,აქებდეს,a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.present-subjunctive
17456,ვაქებდეთ,v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.present-subjunctive
17457,აქებდეთ,a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.present-subjunctive
17458,აქებდნენ,a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.present-subjunctive
17459,გვაქებდე,ɡ v a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.present-subjunctive
17460,გვაქებდეს,ɡ v a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.present-subjunctive
17461,გვაქებდეთ,ɡ v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.present-subjunctive
17462,გვაქებდნენ,ɡ v a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.present-subjunctive
17463,გაქებდეთ,ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.present-subjunctive
17464,გაქებდეთ,ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.present-subjunctive
17465,გაქებდეთ,ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.present-subjunctive
17466,გაქებდნენ,ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.present-subjunctive
17467,ვაქებდე,v a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.present-subjunctive
17468,აქებდე,a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.present-subjunctive
17469,აქებდეს,a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.present-subjunctive
17470,ვაქებდეთ,v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.present-subjunctive
17471,აქებდეთ,a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.present-subjunctive
17472,აქებდნენ,a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.present-subjunctive
17473,შემაქებ,ʃ ɛ m a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.future
17474,შემაქებს,ʃ ɛ m a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.future
17475,შემაქებთ,ʃ ɛ m a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.future
17476,შემაქებენ,ʃ ɛ m a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.future
17477,შეგაქებ,ʃ ɛ ɡ a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.future
17478,შეგაქებს,ʃ ɛ ɡ a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.future
17479,შეგაქებთ,ʃ ɛ ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.future
17480,შეგაქებენ,ʃ ɛ ɡ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.future
17481,შევაქებ,ʃ ɛ v a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.future
17482,შეაქებ,ʃ ɛ a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.future
17483,შეაქებს,ʃ ɛ a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.future
17484,შევაქებთ,ʃ ɛ v a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.future
17485,შეაქებთ,ʃ ɛ a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.future
17486,შეაქებენ,ʃ ɛ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.future
17487,შეგვაქებ,ʃ ɛ ɡ v a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.future
17488,შეგვაქებს,ʃ ɛ ɡ v a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.future
17489,შეგვაქებთ,ʃ ɛ ɡ v a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.future
17490,შეგვაქებენ,ʃ ɛ ɡ v a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.future
17491,შეგაქებთ,ʃ ɛ ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.future
17492,შეგაქებთ,ʃ ɛ ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.future
17493,შეგაქებთ,ʃ ɛ ɡ a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.future
17494,შეგაქებენ,ʃ ɛ ɡ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.future
17495,შევაქებ,ʃ ɛ v a kʰ ɛ b,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.future
17496,შეაქებ,ʃ ɛ a kʰ ɛ b,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.future
17497,შეაქებს,ʃ ɛ a kʰ ɛ b s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.future
17498,შევაქებთ,ʃ ɛ v a kʰ ɛ b tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.future
17499,შეაქებთ,ʃ ɛ a kʰ ɛ b tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.future
17500,შეაქებენ,ʃ ɛ a kʰ ɛ b ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.future
17501,შემაქებდი,ʃ ɛ m a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.conditional
17502,შემაქებდა,ʃ ɛ m a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.conditional
17503,შემაქებდით,ʃ ɛ m a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.conditional
17504,შემაქებდნენ,ʃ ɛ m a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.conditional
17505,შეგაქებდი,ʃ ɛ ɡ a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.conditional
17506,შეგაქებდა,ʃ ɛ ɡ a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.conditional
17507,შეგაქებდით,ʃ ɛ ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.conditional
17508,შეგაქებდნენ,ʃ ɛ ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.conditional
17509,შევაქებდი,ʃ ɛ v a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.conditional
17510,შეაქებდი,ʃ ɛ a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.conditional
17511,შეაქებდა,ʃ ɛ a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.conditional
17512,შევაქებდით,ʃ ɛ v a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.conditional
17513,შეაქებდით,ʃ ɛ a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.conditional
17514,შეაქებდნენ,ʃ ɛ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.conditional
17515,შეგვაქებდი,ʃ ɛ ɡ v a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.conditional
17516,შეგვაქებდა,ʃ ɛ ɡ v a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.conditional
17517,შეგვაქებდით,ʃ ɛ ɡ v a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.conditional
17518,შეგვაქებდნენ,ʃ ɛ ɡ v a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.conditional
17519,შეგაქებდით,ʃ ɛ ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.conditional
17520,შეგაქებდათ,ʃ ɛ ɡ a kʰ ɛ b d a tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.conditional
17521,შეგაქებდით,ʃ ɛ ɡ a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.conditional
17522,შეგაქებდნენ,ʃ ɛ ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.conditional
17523,შევაქებდი,ʃ ɛ v a kʰ ɛ b d i,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.conditional
17524,შეაქებდი,ʃ ɛ a kʰ ɛ b d i,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.conditional
17525,შეაქებდა,ʃ ɛ a kʰ ɛ b d a,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.conditional
17526,შევაქებდით,ʃ ɛ v a kʰ ɛ b d i tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.conditional
17527,შეაქებდით,ʃ ɛ a kʰ ɛ b d i tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.conditional
17528,შეაქებდნენ,ʃ ɛ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.conditional
17529,შემაქებდე,ʃ ɛ m a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.future-subjunctive
17530,შემაქებდეს,ʃ ɛ m a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.future-subjunctive
17531,შემაქებდეთ,ʃ ɛ m a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.future-subjunctive
17532,შემაქებდნენ,ʃ ɛ m a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.future-subjunctive
17533,შეგაქებდე,ʃ ɛ ɡ a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.future-subjunctive
17534,შეგაქებდეს,ʃ ɛ ɡ a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.future-subjunctive
17535,შეგაქებდეთ,ʃ ɛ ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.future-subjunctive
17536,შეგაქებდნენ,ʃ ɛ ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.future-subjunctive
17537,შევაქებდე,ʃ ɛ v a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.future-subjunctive
17538,შეაქებდე,ʃ ɛ a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.future-subjunctive
17539,შეაქებდეს,ʃ ɛ a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.future-subjunctive
17540,შევაქებდეთ,ʃ ɛ v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.future-subjunctive
17541,შეაქებდეთ,ʃ ɛ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.future-subjunctive
17542,შეაქებდნენ,ʃ ɛ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.future-subjunctive
17543,შეგვაქებდე,ʃ ɛ ɡ v a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.future-subjunctive
17544,შეგვაქებდეს,ʃ ɛ ɡ v a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACPL.future-subjunctive
17545,შეგვაქებდეთ,ʃ ɛ ɡ v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACPL.future-subjunctive
17546,შეგვაქებდნენ,ʃ ɛ ɡ v a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACPL.future-subjunctive
17547,შეგაქებდეთ,ʃ ɛ ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACPL.future-subjunctive
17548,შეგაქებდეთ,ʃ ɛ ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACPL.future-subjunctive
17549,შეგაქებდეთ,ʃ ɛ ɡ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACPL.future-subjunctive
17550,შეგაქებდნენ,ʃ ɛ ɡ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACPL.future-subjunctive
17551,შევაქებდე,ʃ ɛ v a kʰ ɛ b d ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACPL.future-subjunctive
17552,შეაქებდე,ʃ ɛ a kʰ ɛ b d ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACPL.future-subjunctive
17553,შეაქებდეს,ʃ ɛ a kʰ ɛ b d ɛ s,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACPL.future-subjunctive
17554,შევაქებდეთ,ʃ ɛ v a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACPL.future-subjunctive
17555,შეაქებდეთ,ʃ ɛ a kʰ ɛ b d ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACPL.future-subjunctive
17556,შეაქებდნენ,ʃ ɛ a kʰ ɛ b d n ɛ n,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACPL.future-subjunctive
17557,შემაქე,ʃ ɛ m a kʰ ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACSG.aorist
17558,შემაქო,ʃ ɛ m a kʰ ɔ,V,akebs,ARGNO3.ARGNOSG.ARGAC1.ARGACSG.aorist
17559,შემაქეთ,ʃ ɛ m a kʰ ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC1.ARGACSG.aorist
17560,შემაქეს,ʃ ɛ m a kʰ ɛ s,V,akebs,ARGNO3.ARGNOPL.ARGAC1.ARGACSG.aorist
17561,შეგაქე,ʃ ɛ ɡ a kʰ ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC2.ARGACSG.aorist
17562,შეგაქო,ʃ ɛ ɡ a kʰ ɔ,V,akebs,ARGNO3.ARGNOSG.ARGAC2.ARGACSG.aorist
17563,შეგაქეთ,ʃ ɛ ɡ a kʰ ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC2.ARGACSG.aorist
17564,შეგაქეს,ʃ ɛ ɡ a kʰ ɛ s,V,akebs,ARGNO3.ARGNOPL.ARGAC2.ARGACSG.aorist
17565,შევაქე,ʃ ɛ v a kʰ ɛ,V,akebs,ARGNO1.ARGNOSG.ARGAC3.ARGACSG.aorist
17566,შეაქე,ʃ ɛ a kʰ ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC3.ARGACSG.aorist
17567,შეაქო,ʃ ɛ a kʰ ɔ,V,akebs,ARGNO3.ARGNOSG.ARGAC3.ARGACSG.aorist
17568,შევაქეთ,ʃ ɛ v a kʰ ɛ tʰ,V,akebs,ARGNO1.ARGNOPL.ARGAC3.ARGACSG.aorist
17569,შეაქეთ,ʃ ɛ a kʰ ɛ tʰ,V,akebs,ARGNO2.ARGNOPL.ARGAC3.ARGACSG.aorist
17570,შეაქეს,ʃ ɛ a kʰ ɛ s,V,akebs,ARGNO3.ARGNOPL.ARGAC3.ARGACSG.aorist
17571,შეგვაქე,ʃ ɛ ɡ v a kʰ ɛ,V,akebs,ARGNO2.ARGNOSG.ARGAC1.ARGACPL.aorist
